category,city,title,text,county,date,link,press
,,Afacere de familie cu grăsuni exotici. Cum s-au adaptat porcii vietnamezi în mijlocul Bărăganului,"Originari din îndepărtata Asie, porcii vietnamezi s-au adaptat chiar şi în Bărăgan. La Amara, gospodarul Valentin Neagu ne prezintă micro-crescătoria sa de grăsuni exotici pe care şi-a construit-o în urmă cu aproape trei ani.",Slobozia,03-27-16,http://adevarul.ro/locale/slobozia/afacere-familie-grasuni-exotici-s-au-adaptat-porcii-vietnamezi-mijlocul-baraganului-1_56f7d2d15ab6550cb847e806/index.html,Adevarul
,,Subiecte Bacalaureat 2015 Istorie Giurgiu,"Bacalaureat 2015 Istorie. Absolvenţii
 de liceu ai promoţiei 2015, dar şi absolvenţi din promoţiile anterioare
 care nu şi-au obţinut diploma de Bacalaureat, susţin miercuri, 1 iulie,
 proba de Bacalaureat 2015 la Istorie. Subiectele la Istorie Bacalaureat 2015 şi rezolvările subiectelor la Istorie Bacalaureat 2015 vor fi publicate 
pe adevarul.ro, după începerea examenului.",Giurgiu,07-01-15,http://adevarul.ro/locale/giurgiu/bacalaureat-2015-istorie-giurgiu-1_5591718ecfbe376e359d8a0c/index.html,Adevarul
,,"Rezultate finale Evaluare Naţională 2015 Giurgiu, după contestaţii","Ministerul Educaţiei şi Cercetării Ştiinţifice va publica
rezultatele finale Evaluare Naţională 2015 după contestaţii. Pe site-ul 
edu.ro vor putea fi găsite toate ierarhiile examinării care decide 
admiterea la liceu.",Giurgiu,06-30-15,http://adevarul.ro/locale/giurgiu/rezultate-finale-evaluare-nationala-2015-giurgiu-contestatii-1_55900d6c6471c92e06a9b7f2/index.html,Adevarul
,,Cât de periculos este consumul excesiv de pornografie. Procentul românilor care accesează zilnic site-uri pentru adulţi,Filmele pentru adulţi reprezintă un pericol pentru privitorii dependenţi. Psihologii sunt de părere că pornografia îi îndepărtează pe amatorii de imagini XXX de adevărata cunoaştere a iubirii.,Slobozia,03-28-16,http://adevarul.ro/locale/slobozia/cat-periculos-consumul-excesiv-pornografie-procentul-romanilor-acceseaza-zilnic-site-uri-adulti-1_56f7c22e5ab6550cb8476a24/index.html,Adevarul
,,"Rezultate Bacalaureat 2015 Giurgiu. Judeţul Giurgiu, ultimul din clasamentul naţional, cu promovabilitate 36,06%","S-au afişat pe edu.ro primele
Rezultate ale Examenului de Bacalaureat 2015. Rezultatele finale ale 
examenului
de BAC 2015 Giurgiu vor fi publicate vineri, 10 iulie. La nivel 
naţional, primele rezultate arată că au luat Bac-ul 66,41% dintre elevi. În Giurgiu, promovabilitatea este de 36,06%.",Giurgiu,07-07-15,http://adevarul.ro/locale/giurgiu/rezultate-bacalaureat-2015-giurgiu-1_5599066bf5eaafab2c423df4/index.html,Adevarul
,,"Subiecte Bacalaureat 2015 Geografie, Biologie, Chimie, Fizică Giurgiu","Bacalaureat 2015 Geografie, Biologie, Chimie, Fizică. Examenul de Bacalaureat 2015 se încheie astăzi cu probele scrise la Geografie, Biologie, Chimie şi Fizică. Subiectele la Bacalaureat 2015 Geografie, Biologie, Chimie, Fizică vor fi făcute publice după începerea examenului. Rezolvările subiectelor la  Geografie, Biologie, Chimie, Fizică vor putea fi urmărite şi pe adevarul.ro, după ora 12.00.",Giurgiu,07-03-15,http://adevarul.ro/locale/giurgiu/bacalaureat-2015-geografie-biologie-chimie-fizica-giurgiu-1_5591801acfbe376e359e43d2/index.html,Adevarul
,,"Subiecte Bacalaureat 2015 Matematică M1, M2, M3, M4 Giurgiu","Bacalaureat 2015 Matematică. Absolvenţii de liceu ai promoţiei 2015, dar şi absolvenţi din promoţiile
 anterioare care nu şi-au obţinut diploma de Bacalaureat, susţin 
miercuri, 1 iulie, proba de Bacalaureat 2015 Matematică. Subiectele şi rezolvări ale subiectelor la Bacalaureat 2015 Matematică vor fi publicate pe adevarul.ro după începerea examenului.",Giurgiu,07-01-15,http://adevarul.ro/locale/giurgiu/bacalaureat-2015-matematica-giurgiu-1_55916b63cfbe376e359d6782/index.html,Adevarul
,,"Fost director adjunct al Penitenciarului Giurgiu, judecat. El a luat mită pentru eliberarea unui deţinut","Fostul director adjunct al Penitenciarului Giurgiu, Florin-Marian 
Antonescu, a fost trimis în judecată de procurorii DNA, după ce a luat 
mită 4.000 de euro, pentru a facilita eliberarea condiţionată a unui 
deţinut.",Giurgiu,07-08-15,http://adevarul.ro/locale/giurgiu/fost-director-adjunct-penitenciarului-giurgiu-judecat-luat-mita-eliberarea-unui-detinut-1_559d44fbf5eaafab2c5f143e/index.html,Adevarul
,,"Razie a poliţiştilor printre evazionişti, în Bucureşti, Ilfov şi Giurgiu, într-un dosar al cărui prejudiciu este estimat la un milion de euro","Peste 100 de poliţişti din cadrul Direcţiei Generale de Poliţie a Municipiului Bucureşti au descins joi, 3 martie, în mai multe locuinţe din Capitală, dar şi din judeţele Giurgiu şi Ilfov. Acţiunea vizează mai multe persoane bînuite de evaziune fiscală şi delapidare.",Giurgiu,03-03-16,http://adevarul.ro/locale/giurgiu/razie-politistilor-printre-evazionisti-bucuresti-ilfov-giurgiu-intr-un-dosar-prejudiciu-estimat-milion-euro-1_56d7d4345ab6550cb8700d1e/index.html,Adevarul
,,Rezultate finale Bacalaureat 2015 Giurgiu,"Rezultate finale BAC 2015. Pe data de 10 iulie se afişează 
rezultatele finale la Bacalaureat 2015. Examenul maturităţii a început pe 
29 iunie, cu prima probă, şi s-a terminat pe 3 iulie.",Giurgiu,07-10-15,http://adevarul.ro/locale/giurgiu/rezultate-finale-bacalaureat-2015-giurgiu-1_559d117bf5eaafab2c5d5380/index.html,Adevarul
,,"Un pădurar şi trei tineri, arestaţi preventiv după ce au cultivat canabis într-o pădure din Giurgiu","Un pădurar şi trei tineri au fost arestaţi de Tribunalul Călăraşi, după ce au fost reţinuţi de procurorii DIICOT, săptămâna trecută, pentru că aveau o cultură de canabis într-o pădure din Giurgiu, unul dintre aceştia fiind prins în flagrant în timp ce ridica două colete cu 12,3 kg de droguri.",Giurgiu,07-20-15,http://adevarul.ro/locale/giurgiu/un-padurar-trei-tineri-arestati-preventiv-cultivat-canabis-intr-o-padure-giurgiu-1_55ad0276f5eaafab2cc09453/index.html,Adevarul
,,REPARTIZARE LICEU 2015 Giurgiu. Au fost publicate rezultatele de la repartizarea computerizată în licee,"Ministerul Educaţiei a publicat rezultatele repartizării 
computerizate pentru admiterea la liceu 2015, în urma susţinerii 
examenului de Evaluare naţională (capacitate).",Giurgiu,07-14-15,http://adevarul.ro/locale/giurgiu/repartizare-liceu-2015-giurgiu-fost-publicate-rezultatele-repartizarea-computerizata-licee-1_55a50947f5eaafab2c90cf39/index.html,Adevarul
,,Mai multe persoane au rămas înzăpezite pe drumurile din judeţul Giurgiu,"În Bucureşti şi judeţele Ilfov, Prahova, Buzău, Giurgiu, Ialomiţa, Călăraşi, Brăila, Vrancea, Galaţi, Tulcea şi Constanţa, avertizate cu cod portocaliu, vântul depăşeşte la rafală viteze de 70-80 de kilometri pe oră, zăpada este troienită şi vizibilitatea este redusă sub 50 de metri.",Giurgiu,01-17-16,http://adevarul.ro/locale/giurgiu/mai-multe-persoane-ramas-inzapezite-drumurile-judetul-giurgiu-1_569b5d9337115986c6951f5b/index.html,Adevarul
,,"Maşini scoase din nămeţi de pompieri, la Giurgiu. Mai multe localităţi au rămas fără curent electric","18 persoane din mai multe maşini rămase blocate în zăpadă, în ultimele ore, pe drumuri din judeţul Giurgiu au fost salvate de pompieri, în timp ce mai multe localităţi nu sunt alimentate cu energie electrică, din cauza viscolului.",Giurgiu,01-17-16,http://adevarul.ro/locale/giurgiu/masini-scoase-nameti-pompieri-giurgiu-mai-multe-localitati-ramas-curent-electric-1_569bbca837115986c6986132/index.html,Adevarul
,,Un tânăr din Giurgiu a fost reţinut pentru trafic de minori şi pornografie infantilă,"Stelian LudovicMuscalu, în vârstă de 24 de ani, este acuzat de săvârşirea infracţiunilor de trafic de minori şi pornografie infantilă săvârşită printr-un sistem informatic.",Giurgiu,02-04-16,http://adevarul.ro/locale/giurgiu/un-tanar-giurgiu-fost-retinut-trafic-minori-pornografie-infantila-1_56b36bdf5ab6550cb8733caa/index.html,Adevarul
,,"Bloc demolat din greşeală, la Giurgiu: anchetă a Primăriei după ce o firmă care urma să demoleze un bloc dezafectat a dărâmat altul","Primăria Giurgiu a declanşat o anchetă după ce o firmă de construcţii care are contract cu municipalitatea pentru demolarea unui bloc dezafectat a demolat un alt bloc, de asemenea nelocuit, reprezentanţii firmei admiţând că vina pentru acel bloc demolat din greşeală aparţine exclusiv angajaţilor acesteia.",Giurgiu,08-06-15,http://adevarul.ro/locale/giurgiu/bloc-demolat-greseala-giurgiu-ancheta-primariei-firma-urma-demoleze-bloc-dezafectat-demolat-altul-1_55c32b3cf5eaafab2c4d2ce4/index.html,Adevarul
,,"Trafic îngreunat pe DN 5, la ieşirea din ţară pe la Giurgiu-Ruse, din cauza unor lucrări la pod","Circulaţia rutieră pe DN 5 (E 85) se desfăşoară cu dificultate, sâmbătă, la ieşirea din România prin Vama Giurgiu-Ruse, formându-se coloane de maşini pe o distanţă de zece kilometri întrucât se circulă pe o singură bandă pe podul peste Dunăre, unde se fac lucrări de reabilitare.",Giurgiu,08-01-15,http://adevarul.ro/locale/giurgiu/trafic-ingreunat-dn-5-iesirea-tara-giurgiu-ruse-cauza-lucrari-pod-1_55bcdf97f5eaafab2c26cda9/index.html,Adevarul
,,"Eşecul unei investiţii de peste 20 milioane euro. Dilema masticului de 
pe bulevardul Dorobanţilor din Brăila, rămasă nerezolvată de un an de 
zile.","Reabilitat cu o investiţie care a depăşit 20 milioane de euro, 
bulevardul Dorobanţilor din Brăila are în continuare câteva probleme 
care lasă impresia că banii s-au cheltuit aiurea. Una dintre acestea 
este legată de liniile de tramvai, care ar fi trebuit să fie foarte 
silenţioase dar nu sunt deloc aşa.",Brăila,04-03-16,http://adevarul.ro/locale/braila/esecul-investitii-20-milioane-euro-dilema-masticului-pe-bulevardul-dorobantilor-braila-ramasa-nerezolvata-an-zile-1_5700fd265ab6550cb8882320/index.html,Adevarul
,,Brăilenii rămân campionii restanţelor la plata apei furnizate în sistem centralizat,"Restanţele la plata apei curente continuă 
să se acumuleze la asociaţiile de proprietari brăilene, în ciuda 
măsurilor de forţă luate anii trecuţi de Compania de Utilităţi Publice 
„Dunărea”, care a oprit în repetate rânduri furnizarea apei către mai 
multe blocuri cu restanţe uriaşe.",Brăila,04-01-16,http://adevarul.ro/locale/braila/brailenii-raman-campionii-restantelor-plata-apei-furnizate-sistem-centralizat-1_56fe55ae5ab6550cb8760e86/index.html,Adevarul
,,"Plantările de primăvară s-au încheiat la Brăila. Brăilenii, îndemnaţi de Primărie să ude florile de pe spaţiile verzi","La o lună de la demararea programului de salubrizare „Primăvara 2016”, 
Primăria Brăila a făcut un bilanţ al activităţii, anunţând că plantările
 de arbori, arbuşti şi flori s-au finalizat deja.",Brăila,04-03-16,http://adevarul.ro/locale/braila/plantarile-primavara-s-au-incheiat-braila-brailenii-indemnati-primarie-ude-florile-spatiile-verzi-1_570126c85ab6550cb889f83b/index.html,Adevarul
,,"Patronii brăileni ar vrea să deschidă terasele estivale, dar se lovesc de un regulament impus de Primărie","Patronii brăileni ar vrea să profite de vremea frumoasă şi să 
deschidă deja terasele de vară, însă nu pot face acest lucru din cauza 
unui regulament impus de Primăria Brăila, care permite începe activtăţii
 teraselor doar după data de 1 mai.",Brăila,04-05-16,http://adevarul.ro/locale/braila/patronii-braileni-vrea-deschida-terasele-estivale-lovesc-regulament-impus-primarie-1_570376f35ab6550cb89c06f3/index.html,Adevarul
,,Cupa presei la tir. Jurnaliştii „de calibru” s-au duelat cu pistoale-mitralieră în prezenţa jandarmilor,"Jurnaliştii gălăţeni şi brăileni au tras focuri de armă! Dotaţi cu pistoale-mitralieră, model 1963, reprezentanţii presei au fost testaţi în weekend de jandarmi. Aceştia au vrut să vadă dacă presa trage cu pistolul cel puţin la fel de bine cum „trage” în ştiri.Ştiri pe aceeaşi temă",Brăila,04-03-16,http://adevarul.ro/locale/braila/cupa-presei-tir-jurnalistii-de-calibru-s-au-duelat-pistoale-mitraliera-prezenta-jandarmilor-1_57017ccc5ab6550cb88de8f4/index.html,Adevarul
,,"Mai multe primării din judeţul Brăila au încasat impozite mai mici 
decât prevede legea, apoi au dat în judecată Curtea de Conturi, care le cere să recupereze banii","Un raport al Curţii de Conturi atrage atenţia că 11 primării de comună 
şi o primărie orăşenească din judeţul Brăila au încasat impozite şi taxe
 mai mici, deoarece nu au delimitat corect zonele de impozitare, conform
 Codului Fiscal, începând cu zona zero a localităţii, până la periferie.
 Veniturile care nu au fost încasate la bugetele locale se ridică, 
astfel, la peste 9,6 milioane de lei.",Brăila,04-05-16,http://adevarul.ro/locale/braila/mai-multe-primarii-judetul-braila-incasat-impozite-mai-mici-decat-prevede-legea-apoi-dat-judecata-curtea-conturi-cere-recupereze-banii-1_5703a1ab5ab6550cb89d5331/index.html,Adevarul
,,Zeci de brăileni înscrişi deja în concursul pentru un post în Poliţie. La IPJ Brăila sunt disponibile doar 10 posturi,"Interesul brăilenilor pentru posturile scoase la concurs de 
Inspectoratul de Poliţie Judeţean se dovedeşte a fi destul de mare. În 
primele două zile de când au început înscrierile, 90 de persoane au 
depus cereri la sediul inspectoratului. Doar 10 posturi sunt scoase la 
concurs, deci concurenţa se anunţa a fi acerbă. Înscrierile se pot face 
până pe 8 aprilie, după care va începe concursul propriu-zis.",Brăila,04-06-16,http://adevarul.ro/locale/braila/zeci-braileni-inscrisi-concursul-post-politie-ipj-braila-disponibile-doar-10-posturi-1_5704ca1e5ab6550cb8abe2af/index.html,Adevarul
,,"Automobil Club Român îşi reîncepe activitatea la Brăila, după o pauză de câţiva ani","După ce a avut activitatea întreruptă în ultimii doi ani, filiala Brăila
 a Automobil Club Român se redeschide începând de astăzi, 5 aprilie, 
exact de Ziua Automobilistului.",Brăila,04-05-16,http://adevarul.ro/locale/braila/automobil-club-roman-isi-reincepe-activitatea-braila-pauza-cativa-ani-1_57037b0b5ab6550cb89c2c3b/index.html,Adevarul
,,"Câinii fără stăpân deţin controlul pe străzile Brăilei. 245 de 
brăileni au fost muşcaţi de la începutul anului, iar autorităţile se 
recunosc depăşite de situaţie","Departe de a fi rezolvată, problema câinilor 
fără stăpân de pe străzile Brăilei rămâne mereu actuală, iar în perioada
 campaniilor electorale devine mană cerească pentru politicienii din 
opoziţie care caută „muniţie” pentru a-şi ataca adversarii din tabăra 
puterii. Dincolo de veşnicele polemici, însă, problema e gravă: de la 
începutul anului în curs, nu mai puţin de 245 de brăileni.",Brăila,04-06-16,http://adevarul.ro/locale/braila/cainii-stapan-detin-controlul-strazile-brailei-245-braileni-fost-muscati-inceputul-anului-autoritatile-recunosc-depasite-situatie-1_570503dd5ab6550cb8ae2fb6/index.html,Adevarul
,,Ajutor de urgenţă acordat de Primăria Brăila pentru victimele cumplitului accident din staţia de autobuz,"Municipalitatea brăileană a decis să ajute cu câte 3.000 lei familiile 
celor cinci victime ale accidentului provocat, luni, 4 aprilie, în 
staţia de autobuz de pe Şos. Râmnicu Sărat, de un şofer brăilean 
suspectat că a consumat droguri.",Brăila,04-07-16,http://adevarul.ro/locale/braila/ajutor-urgenta-acordat-primaria-braila-victimele-cumplitului-accident-statia-autobuz-1_570680e95ab6550cb8bc5c4f/index.html,Adevarul
,,"Cum reuşeşte un tânăr brăilean pasionat de turism să promoveze oraşul în
 locul autorităţilor. Datorită lui, zeci de străini au rămas uimiţi de 
frumuseţile Brăilei","Intrat într-un nemeritat con de umbră, din cauza situaţiei economice 
şi administative actuale, oraşul Brăila nu stă deloc bine la capitolul 
turism, deşi ar avea multe de arătat vizitatorilor străini. Strategiile 
de promovare ale autorităţilor locale fie lipsesc, fie, dacă mai apar 
din când în când, sunt destul de anemice. Mici iniţiative private vin, 
totuşi, să umple golul existent în acest domeniu.",Brăila,04-07-16,http://adevarul.ro/locale/braila/cum-reuseste-tanar-brailean-pasionat-turism-promoveze-orasul-in-locul-autoritatilor-lui-zeci-straini-ramas-uimiti-frumusetile-brailei-1_57062c795ab6550cb8ba4576/index.html,Adevarul
,,"Şoferul care a omorât cinci persoane într-o staţie de autobuz din Brăila consumase substanţe 
interzise. Probele, trimise la Bucureşti 
pentru confirmare","Şoferul care a provocat carnagiul din staţia de autobuz din Brăila are 27 de 
ani şi era angajat ca agent de pază la o firmă din localitate.",Brăila,04-04-16,http://adevarul.ro/locale/braila/Soferul-provocat-tragedia-braila-consumase-substante-interzise-probele-trimise-bucuresti-pentru-confirmare-1_57026a2a5ab6550cb8951fea/index.html,Adevarul
,,"Aparat de 50 000 de euro, ultima achiziţie la Spitalul Judeţean de Urgenţă","Aparatul de sigilare vasculară va fi utilizat de chirurgii Spitalului Judeţean de Urgenţă (SJU) din Râmnicu Vâlcea, inclusiv în timpul intervenţiilor clasice.",Râmnicu Vâlcea,04-04-16,http://adevarul.ro/locale/ramnicu-valcea/aparat-50-000-euro-ultima-achizitie-spitalul-judetean-urgenta-1_5702bca85ab6550cb897818b/index.html,Adevarul
,,"Şoferiţă  în clasa a VIII-a, în arest preventiv pentru că a condus beată şi a accidentat  doi minori. Femeia a suferit o decepţie sentimentală","Detalii incredibile ies la iveală în cazul femeii care a pus pe jar Poliţia Rutieră, sâmbătă după-amiaza,  după ce a lovit doi copii  pe o stradă din centrul staţiunii Băile Olăneşti  şi a fugit de la locul accidentului. Explicaţiile şoferiţei i-au lăsat fără cuvinte chiar şi pe anchetatori.",Râmnicu Vâlcea,04-04-16,http://adevarul.ro/locale/ramnicu-valcea/Soferita--clasa-viii-a-arest-preventiv-condus-beata-accidentat--doi-minori-femeia-suferit-deceptie-sentimentala-1_5702be405ab6550cb8978ac2/index.html,Adevarul
,,"UPDATE Tragedie rutieră la Brăila. Cinci pietoni 
ucişi într-o fracţiune de secundă de un bolid care a intrat într-o 
staţie de autobuz","Pe fondul vitezei excesive, un şofer de 27 de ani a ucis într-o 
fracţiune de secundă cinci persoane care aşteptau autobuzul într-o 
staţie de călători din Brăila.",Brăila,04-04-16,http://adevarul.ro/locale/braila/patru-persoane-murit-sofer-lovit-plin-mai-oameni-dintr-o-statie-autobuz-orasul-braila-1_5701f7415ab6550cb891ce01/index.html,Adevarul
,,Trucuri de frumuseţe cu aloe vera: de ce e bine să aplici planta în zona ochilor,Aloe vera rămâne unul dintre cele mai populare remedii naturale pentru diferite afecţiuni ale pielii şi un ajutor de nădejde în lupta cu ridurile.,Râmnicu Vâlcea,04-05-16,http://adevarul.ro/locale/ramnicu-valcea/trucuri-frumusete-aloe-vera-e-aplici-planta-zona-ochilor-1_5702854d5ab6550cb895e58e/index.html,Adevarul
,,"Cum se prepară în mod corect polenul de albine cu miez de nucă, medicamentul natural considerat un veritabil panaceu","Considerat de apicultori „pâinea“ stupului, polenul 
adunat de albine de pe florile plantelor are o mulţime de beneficii şi 
pentru oamenii care îl consumă în stare naturală.",Brăila,04-08-16,http://adevarul.ro/locale/braila/cum-prepara-mod-corect-polenul-albine-miez-nuca-medicamentul-natural-considerat-veritabil-panaceu-1_570630215ab6550cb8ba64a7/index.html,Adevarul
,,Cod galben de vânt  şi grindină în Vâlcea,"Administraţia Naţională de Meteorologie  (ANM) a emis o atenţionare nowcasting pentru mai multe zone din judeţul Vâlcea.  Natura se va dezlănţui în această după-amiază, avertizează meteorologii.",Râmnicu Vâlcea,04-06-16,http://adevarul.ro/locale/ramnicu-valcea/cod-galben-vant--grindina-valcea-1_57050dea5ab6550cb8aea2e9/index.html,Adevarul
,,"Deputatul Romeo Rădulescu, vizită  la DNA –Piteşti","Parlamentarul Romeo Rădulescu, candidat al PSD Râmnicu Vâlcea la alegerile locale din acest an, a trecut  astăzi pe la sediul  DNA-Piteşti.  Anchetatorii  au solicitat informaţii despre lucrări realizate în perioada 2008-2009 de Primăria Râmnicu Vâlcea.",Râmnicu Vâlcea,04-06-16,http://adevarul.ro/locale/ramnicu-valcea/deputatul-romeo-radulescu-vizita--dna--pitesti-1_570500b95ab6550cb8ae1439/index.html,Adevarul
,,"VIDEO Cum să furi 700 de lei în câteva secunde: un escroc a dat lovitura într-un magazin din Brezoi, în faţa vânzătoarei",Escrocul din imagini a avut nevoie de numai câteva secunde pentru a sustrage 700 de lei chiar în faţa vânzătoarei care-i numără banii. Persoanele care-l recunosc pe individ sunt rugate să sune la 112.,Râmnicu Vâlcea,04-05-16,http://adevarul.ro/locale/ramnicu-valcea/video-furi-700-lei-cateva-secunde-escroc-dat-lovitura-intr-un-magazin-brezoi-fata-vanzatoarei-1_5703d84e5ab6550cb8a080a8/index.html,Adevarul
,,"Un piteştean care a vrut să ţepuiască mai multe bănci din Râmnicu Vâlcea, trimis în judecată","Bărbatul  a folosit adeverinţe de salariu false pentru a lua credite de la trei unităţi  bancare din Râmnicu Vâlcea, prejudiciul  ridicându-se  la 50 000 de lei.",Râmnicu Vâlcea,04-06-16,http://adevarul.ro/locale/ramnicu-valcea/un-pitestean-vrut-tepuiasca-mai-multe-banci-ramnicu-valcea-trimis-judecata-1_57056e975ab6550cb8b1f092/index.html,Adevarul
,,"VIDEO Ministrul Transporturilor, invitat să vadă cum arată WC-ul unui automotor. Reacţia ciudată a lui Dan Costescu când a văzut toaleta","Ministrul tehnocrat Dan Costescu a fost prezent, joi după-amiaza, în Râmnicu Vâlcea, pentru a inspecta stadiul lucrărilor de modernizare a gării din municipiu. La începutul vizitei, ministrul Transporturilor a fost invitat să vadă ce condiţii suportă vâlcenii care circulă cu un automotor mai vechi pe ruta Lotru-Râmnicu Vâlcea.",Râmnicu Vâlcea,04-07-16,http://adevarul.ro/locale/ramnicu-valcea/video-ministrul-transporturilor-invitat-vada-arata-wc-ul-unui-automotor-reactia-ciudata-dan-costescu-vazut-toaleta-1_57067c825ab6550cb8bc3825/index.html,Adevarul
,,Complexul expoziţional de la Seaca rămâne închis: chinezii nu se grăbesc să înceapă activitatea,Investitorii care au închiriat anul trecut Complexul Expoziţional Oltexpo au amânat întâlnirea cu autorităţile locale din Călimăneşti.,Râmnicu Vâlcea,04-05-16,http://adevarul.ro/locale/ramnicu-valcea/complexul-expozitional-seaca-ramane-inchis-chinezii-nu-grabesc-inceapa-activitatea-1_5703c5615ab6550cb89f74bf/index.html,Adevarul
,,Autostrada Piteşti-Sibiu abia dacă va trece prin Vâlcea. Ministrul Costescu se contrazice în declaraţii,Ministrul Dan Costescu susţine că la nivelul CNADNAR se analizează încă varianta optimă de traseu pentru autostrada care va lega Piteştiul de Sibiu. Oficialul se contrazice însă în declaraţii.,Râmnicu Vâlcea,04-07-16,http://adevarul.ro/locale/ramnicu-valcea/autostrada-pitesti-sibiu-abia-trece-valcea-ministrul-costescu-contrazice-declaratii-1_5706b2565ab6550cb8bd7bd6/index.html,Adevarul
,,"Accident grav în faţa Spitalului Judeţean de Urgenţă: o ambulanţă a lovit o fetiţă de opt ani, pe trecerea de pietoni","Accidentul a avut loc în urmă cu puţin timp, pe trecerea de pietoni din faţa Spitalului Judeţean de Urgenţă din Râmnicu Vâlcea.",Râmnicu Vâlcea,04-07-16,http://adevarul.ro/locale/ramnicu-valcea/accident-grav-fata-spitalului-judetean-urgenta-ambulanta-lovit-fetita-opt-ani-trecerea-pietoni-1_570644c05ab6550cb8bad961/index.html,Adevarul
,,"Geniştii vâlceni, la ceas aniversar: 135 de ani de la înfiinţarea primei şcoli de artilerie şi geniu din România","Geniştii au sărbătorit 135 de ani de la înfiinţarea primei instituţii de învăţământ militar în arma de geniu şi, în avans, 40 de ani de funcţionare neîntreruptă  a garnizoanei din Râmnicu Vâlcea.",Râmnicu Vâlcea,04-07-16,http://adevarul.ro/locale/ramnicu-valcea/genistii-valceni-ceas-aniversar-135-ani-infiintarea-primei-scoli-artilerie-geniu-romania-1_570697965ab6550cb8bcee07/index.html,Adevarul
,,Măsuri. Trafic restricţionat în zona Sălii Polivalente pentru meciul de handbal masculin România-Israel,"Meciul internaţional de handbal masculin dintre reprezentativele 
României şi Israelului, programat pentru data de 10 aprilie, de la ora 
18.00, la Călăraşi, dă peste cap traficul din oraş.",Călăraşi,04-07-16,http://adevarul.ro/locale/calarasi/masuri-trafic-restrictionat-zona-salii-polivalente-meciul-handbal-masculin-romania-israel-1_57060ec95ab6550cb8b90d5e/index.html,Adevarul
,,"7 aprilie, Ziua mondială a Sănătăţii. Diabetul, duşmanul tăcut care atacă zi de zi, ce semnale dă organismul","Ziua Mondială a Sănătăţii abordează în fiecare an, câte un subiect de 
importanţă majoră ce afectează sănătatea globală. O problemă tot mai 
îngrijorătoare, diabetul, va fi abordată la  Ziua Mondiale a Sănătăţii 
din acest an, marcată pe 7 aprilie.",Călăraşi,04-07-16,http://adevarul.ro/locale/calarasi/7-aprilie-ziua-mondiala-sanatatii-diabetul-dusmanul-tacut-ataca-zi-zi-semnale-organismul-1_5705024b5ab6550cb8ae22af/index.html,Adevarul
,,"Jadarmii, mobilizaţi să asigurea ordinea publică la meciul de handbal România-Israel. Ce nu trebuie să facă suporterii","Zeci de jandarmi sunt mobilizaţi duminică, 10 aprilie, de la ora 18.00, 
pentru asigurara măsurilor de ordine publică la meciul internaţional de 
handbal masculin dintre reprezentativele României şi Israelului.",Călăraşi,04-07-16,http://adevarul.ro/locale/calarasi/jadarmii-mobilizati-asigurea-ordinea-publica-meciul-handbal-romania-israel-nu-trebuie-faca-suporterii-1_5706584e5ab6550cb8bb5ec7/index.html,Adevarul
,,Călătorie în secolul XX. Expoziţie inedită cu Bucureştiul de altădată la Olteniţa,"O expoziţie inedită care recreează atmosfera secolului trecut din 
Bucureşti a fost deschisă la Muzeul Civilizaţiei Gumelniţa Olteniţa. 
“Bucureşti: un portret Novecento. Povestea unui secol din 555 de 
aniversări”, o carte şi o expoziţie  ce  se deschid una pe cealaltă 
pentru a spune povestea Bucureştiului în secolul XX.",Călăraşi,04-07-16,http://adevarul.ro/locale/calarasi/calatorie-secolul-xx-expozitie-inedita-bucurestiul-altadata-oltenita-1_5706372d5ab6550cb8ba8914/index.html,Adevarul
,,Bursa locurilor de muncă se deschide pe 14 aprilie. Cu ce oferte vin angajatorii,"Toţi călărăşenii care se află în căutarea unei slujbe sunt aşteptaţi 
joi, 14 aprilie, la Bursa generală a locurilor de muncă, începând cu ora
 9.30, atât în localitatea Călăraşi, în foaierul Centrului Cultural 
Judeţean ”Barbu Ştirbei” (vis-a-vis de Palatul Prefecturii), cât şi în 
Olteniţa, la sediul Agenţiei Locale pentru Ocuparea Forţei de Muncă, 
str. Argeşului nr. 111.",Călăraşi,04-08-16,http://adevarul.ro/locale/calarasi/bursa-locurilor-munca-deschide-14-aprilie-oferte-vin-angajatorii-1_5703ab005ab6550cb89dbefd/index.html,Adevarul
,,"Prins de 4 ori la volan, deşi avea permisul suspendat. Şoferul iresponsabil a fost reţinut de poliţişti","Un şofer din Radovanu a ajuns după gratii, pentru că s-a urcat la volan,
 deşi avea suspendat dreptul de a conduce. Anchetatorii spun că 
suspectul nu a fost prins doar o dată pe picior greşit, ci de 4 ori.",Călăraşi,04-08-16,http://adevarul.ro/locale/calarasi/prins-4-volan-permisul-suspendat-Soferul-iresponsabil-fost-retinut-politisti-1_570766385ab6550cb8c10c34/index.html,Adevarul
,,549 de candidaţi vor să devină agenţi. Concursul este programat pe 14 mai,"Începând cu 1 aprilie 2016 s-a data startul reîncadrărilor de personal 
şi angajărilor din sursă externă, în vederea completării deficitului de 
personal existent la nivelul Poliţiei Române.",Călăraşi,04-09-16,http://adevarul.ro/locale/calarasi/549-candidati-vor-devina-agenti-concursul-incepe-joi-14-aprilie-1_570639af5ab6550cb8ba9393/index.html,Adevarul
